UniProtKB:P0DP74,DEFB130A,,,,,
UniProtKB:P0DP73,DEFB130B,,,,,
UniProtKB:P29317,EPHA2,,,,,
UniProtKB:P00973,OAS1,,,,,
UniProtKB:O94813,SLIT2,,,,,
UniProtKB:P51685,CCR8,,,,,
UniProtKB:P51684,CCR6,,,,,
UniProtKB:P51681,CCR5,,,,,
UniProtKB:P51679,CCR4,,,,,
UniProtKB:P51677,CCR3,,,,,
UniProtKB:P51671,CCL11,,,,,
UniProtKB:Q8TDQ0,HAVCR2,,,,,
UniProtKB:P02686,MBP,,,,,
UniProtKB:P09341,CXCL1,,,,,
UniProtKB:P19525,EIF2AK2,,,,,
UniProtKB:Q15109,AGER,,,,,
UniProtKB:P48061,CXCL12,,,,,
UniProtKB:P78324,SIRPA,,,,,
UniProtKB:Q9P003,CNIH4,,,,,
UniProtKB:O15553,MEFV,,,,,
UniProtKB:O15552,FFAR2,,,,,
UniProtKB:O15541,RNF113A,,,,,
UniProtKB:Q9NP99,TREM1,,,,,
UniProtKB:Q9BUN5,CCDC28B,,,,,
UniProtKB:P81534,DEFB103A,,,,,
UniProtKB:Q96RT1,ERBIN,,,,,
UniProtKB:P09038,FGF2,,,,,
UniProtKB:O43474,KLF4,,,,,
UniProtKB:P78556,CCL20,,,,,
UniProtKB:P78540,ARG2,,,,,
UniProtKB:P78536,ADAM17,,,,,
UniProtKB:O95800,GPR75,,,,,
UniProtKB:P08887,IL6R,,,,,
UniProtKB:P13501,CCL5,,,,,
UniProtKB:P13500,CCL2,,,,,
UniProtKB:O00206,TLR4,,,,,
UniProtKB:P60022,DEFB1,,,,,
UniProtKB:P23458,JAK1,,,,,
UniProtKB:P40238,MPL,,,,,
UniProtKB:P40225,THPO,,,,,
UniProtKB:P18428,LBP,,,,,
UniProtKB:P51686,CCR9,,,,,
UniProtKB:P32302,CXCR5,,,,,
UniProtKB:P04233,CD74,,,,,
UniProtKB:Q96PD4,IL17F,,,,,
UniProtKB:P28300,LOX,,,,,
UniProtKB:Q15884,ENTREP1,,,,,
UniProtKB:Q15848,ADIPOQ,,,,,
UniProtKB:P16619,CCL3L1,,,,,
UniProtKB:Q99836,MYD88,,,,,
UniProtKB:Q99828,CIB1,,,,,
UniProtKB:P58753,TIRAP,,,,,
UniProtKB:Q1T7F1,Q1T7F1,,,,,
UniProtKB:O00626,CCL22,,,,,
UniProtKB:Q99788,CMKLR1,,,,,
UniProtKB:O00421,CCRL2,,,,,
UniProtKB:Q6UWK7,GPR15LG,,,,,
UniProtKB:Q86YL7,PDPN,,,,,
UniProtKB:Q8IX07,ZFPM1,,,,,
UniProtKB:O00182,LGALS9,,,,,
UniProtKB:O00175,CCL24,,,,,
UniProtKB:Q9BZP6,CHIA,,,,,
UniProtKB:Q8IUC6,TICAM1,,,,,
UniProtKB:P61586,RHOA,,,,,
UniProtKB:Q03403,TFF2,,,,,
UniProtKB:P78423,CX3CL1,,,,,
UniProtKB:Q9NX94,WBP1L,,,,,
UniProtKB:Q13304,GPR17,,,,,
UniProtKB:Q96T37,RBM15,,,,,
UniProtKB:P80162,CXCL6,,,,,
UniProtKB:Q92583,CCL17,,,,,
UniProtKB:P80098,CCL7,,,,,
UniProtKB:Q9BXJ4,C1QTNF3,,,,,
UniProtKB:Q9BXN2,CLEC7A,,,,,
UniProtKB:P41221,WNT5A,,,,,
UniProtKB:Q9HC29,NOD2,,,,,
UniProtKB:Q9HBA0,TRPV4,,,,,
UniProtKB:Q7Z5A7,TAFA5,,,,,
UniProtKB:O14625,CXCL11,,,,,
UniProtKB:Q99731,CCL19,,,,,
UniProtKB:O00574,CXCR6,,,,,
UniProtKB:O00571,DDX3X,,,,,
UniProtKB:P01031,C5,,,,,
UniProtKB:Q8IZK6,MCOLN2,,,,,
UniProtKB:P80075,CCL8,,,,,
UniProtKB:P28562,DUSP1,,,,,
UniProtKB:P06858,LPL,,,,,
UniProtKB:Q9HCY8,S100A14,,,,,
UniProtKB:Q99616,CCL13,,,,,
UniProtKB:Q9HC97,GPR35,,,,,
UniProtKB:P23510,TNFSF4,,,,,
UniProtKB:P13236,CCL4,,,,,
UniProtKB:P13232,IL7,,,,,
UniProtKB:Q07325,CXCL9,,,,,
UniProtKB:Q7Z5A9,TAFA1,,,,,
UniProtKB:Q7Z5A8,TAFA3,,,,,
UniProtKB:Q9UBR5,CKLF,,,,,
UniProtKB:P18509,ADCYAP1,,,,,
UniProtKB:P43405,SYK,,,,,
UniProtKB:Q6UXB2,CXCL17,,,,,
UniProtKB:P26651,ZFP36,,,,,
UniProtKB:P01375,TNF,,,,,
UniProtKB:Q9Y6K5,OAS3,,,,,
UniProtKB:Q71RG6,FP248,,,,,
UniProtKB:P41597,CCR2,,,,,
UniProtKB:P48681,NES,,,,,
UniProtKB:P47992,XCL1,,,,,
UniProtKB:P01023,A2M,,,,,
UniProtKB:P01584,IL1B,,,,,
UniProtKB:P01579,IFNG,,,,,
UniProtKB:P08246,ELANE,,,,,
UniProtKB:P55085,F2RL1,,,,,
UniProtKB:O00585,CCL21,,,,,
UniProtKB:Q7Z434,MAVS,,,,,
UniProtKB:O00590,ACKR2,,,,,
UniProtKB:P55011,SLC12A2,,,,,
UniProtKB:P55008,AIF1,,,,,
UniProtKB:Q8N3H0,TAFA2,,,,,
UniProtKB:Q8N104,DEFB106A,,,,,
UniProtKB:P18146,EGR1,,,,,
UniProtKB:P06756,ITGAV,,,,,
UniProtKB:Q15672,TWIST1,,,,,
UniProtKB:P02776,PF4,,,,,
UniProtKB:P05106,ITGB3,,,,,
UniProtKB:O14843,FFAR3,,,,,
UniProtKB:P05067,APP,,,,,
UniProtKB:P05090,APOD,,,,,
UniProtKB:Q14289,PTK2B,,,,,
UniProtKB:Q12948,FOXC1,,,,,
UniProtKB:Q1L6U9,MSMP,,,,,
UniProtKB:Q969D9,TSLP,,,,,
UniProtKB:P25106,ACKR3,,,,,
UniProtKB:P61073,CXCR4,,,,,
UniProtKB:Q14116,IL18,,,,,
UniProtKB:P25063,CD24,,,,,
UniProtKB:P25025,CXCR2,,,,,
UniProtKB:P25024,CXCR1,,,,,
UniProtKB:P13612,ITGA4,,,,,
UniProtKB:P55774,CCL18,,,,,
UniProtKB:P55773,CCL23,,,,,
UniProtKB:Q9NZC2,TREM2,,,,,
UniProtKB:O15467,CCL16,,,,,
UniProtKB:O15455,TLR3,,,,,
UniProtKB:O15444,CCL25,,,,,
UniProtKB:P02778,CXCL10,,,,,
UniProtKB:P02775,PPBP,,,,,
UniProtKB:P09429,HMGB1,,,,,
UniProtKB:P24394,IL4R,,,,,
UniProtKB:Q13049,TRIM32,,,,,
UniProtKB:Q01638,IL1RL1,,,,,
UniProtKB:Q15327,ANKRD1,,,,,
UniProtKB:P36897,TGFBR1,,,,,
UniProtKB:K9M1U5,IFNL4,,,,,
UniProtKB:Q15306,IRF4,,,,,
UniProtKB:Q6UX52,C17orf99,,,,,
UniProtKB:Q96F46,IL17RA,,,,,
UniProtKB:O00482,NR5A2,,,,,
UniProtKB:P36888,FLT3,,,,,
UniProtKB:Q6UX46,ALKAL2,,,,,
UniProtKB:Q6UX41,BTNL8,,,,,
UniProtKB:O00471,EXOC5,,,,,
UniProtKB:Q8IX30,SCUBE3,,,,,
UniProtKB:P51587,BRCA2,,,,,
UniProtKB:P62249,RPS16,,,,,
UniProtKB:Q6P3S1,DENND1B,,,,,
UniProtKB:O60602,TLR5,,,,,
UniProtKB:O60603,TLR2,,,,,
UniProtKB:O95150,TNFSF15,,,,,
UniProtKB:P42229,STAT5A,,,,,
UniProtKB:Q9Y258,CCL26,,,,,
UniProtKB:Q9H257,CARD9,,,,,
UniProtKB:Q9UJZ1,STOML2,,,,,
UniProtKB:Q9Y279,VSIG4,,,,,
UniProtKB:Q5VWQ8,DAB2IP,,,,,
UniProtKB:P32519,ELF1,,,,,
UniProtKB:Q9P296,C5AR2,,,,,
UniProtKB:Q16594,TAF9,,,,,
UniProtKB:P12036,NEFH,,,,,
UniProtKB:Q9UJU2,LEF1,,,,,
UniProtKB:Q16570,ACKR1,,,,,
UniProtKB:Q16552,IL17A,,,,,
UniProtKB:O43524,FOXO3,,,,,
UniProtKB:Q5VWK5,IL23R,,,,,
UniProtKB:P07333,CSF1R,,,,,
UniProtKB:Q16543,CDC37,,,,,
UniProtKB:Q16539,MAPK14,,,,,
UniProtKB:O43541,SMAD6,,,,,
UniProtKB:Q9H1J7,WNT5B,,,,,
UniProtKB:P42772,CDKN2B,,,,,
UniProtKB:Q6IA17,SIGIRR,,,,,
UniProtKB:Q16520,BATF,,,,,
UniProtKB:P42768,WAS,,,,,
UniProtKB:Q16513,PKN2,,,,,
UniProtKB:Q9H1H9,KIF13A,,,,,
UniProtKB:Q96A54,ADIPOR1,,,,,
UniProtKB:Q9UJM3,ERRFI1,,,,,
UniProtKB:Q9Y2C9,TLR6,,,,,
UniProtKB:O43597,SPRY2,,,,,
UniProtKB:P49450,CENPA,,,,,
UniProtKB:Q9Y2E6,DTX4,,,,,
UniProtKB:O75688,PPM1B,,,,,
UniProtKB:P42702,LIFR,,,,,
UniProtKB:P42701,IL12RB1,,,,,
UniProtKB:O75676,RPS6KA4,,,,,
UniProtKB:P05783,KRT18,,,,,
UniProtKB:P49427,CDC34,,,,,
UniProtKB:P22223,CDH3,,,,,
UniProtKB:Q9NRR1,CYTL1,,,,,
UniProtKB:P19235,EPOR,,,,,
UniProtKB:Q9H6K1,ILRUN,,,,,
UniProtKB:Q9NRM6,IL17RB,,,,,
UniProtKB:P07814,EPRS1,,,,,
UniProtKB:Q9H6I2,SOX17,,,,,
UniProtKB:Q9H6R0,DHX33,,,,,
UniProtKB:Q01201,RELB,,,,,
UniProtKB:Q6ZN66,GBP6,,,,,
UniProtKB:Q9NRJ3,CCL28,,,,,
UniProtKB:O60383,GDF9,,,,,
UniProtKB:P34130,NTF4,,,,,
UniProtKB:P29466,CASP1,,,,,
UniProtKB:P29460,IL12B,,,,,
UniProtKB:P29459,IL12A,,,,,
UniProtKB:Q9NRA0,SPHK2,,,,,
UniProtKB:Q6ZMJ4,IL34,,,,,
UniProtKB:Q14249,ENDOG,,,,,
UniProtKB:Q96LR2,LURAP1,,,,,
UniProtKB:P32971,TNFSF8,,,,,
UniProtKB:P32970,CD70,,,,,
UniProtKB:O95425,SVIL,,,,,
UniProtKB:O75365,PTP4A3,,,,,
UniProtKB:P37173,TGFBR2,,,,,
UniProtKB:Q9NQW6,ANLN,,,,,
UniProtKB:P32929,CTH,,,,,
UniProtKB:P32927,CSF2RB,,,,,
UniProtKB:P39656,DDOST,,,,,
UniProtKB:Q01196,RUNX1,,,,,
UniProtKB:P19174,PLCG1,,,,,
UniProtKB:Q9NQS7,INCENP,,,,,
UniProtKB:P07766,CD3E,,,,,
UniProtKB:Q9NR30,DDX21,,,,,
UniProtKB:Q9NR23,GDF3,,,,,
UniProtKB:Q01151,CD83,,,,,
UniProtKB:Q9NR09,BIRC6,,,,,
UniProtKB:P54577,YARS1,,,,,
UniProtKB:Q9GZZ7,GFRA4,,,,,
UniProtKB:P09529,INHBB,,,,,
UniProtKB:P09525,ANXA4,,,,,
UniProtKB:O15296,ALOX15B,,,,,
UniProtKB:Q9GZX6,IL22,,,,,
UniProtKB:Q9NWZ3,IRAK4,,,,,
UniProtKB:O15273,TCAP,,,,,
UniProtKB:Q9GZV9,FGF23,,,,,
UniProtKB:Q9BUD6,SPON2,,,,,
UniProtKB:O15264,MAPK13,,,,,
UniProtKB:O15263,DEFB4A,,,,,
UniProtKB:Q6ZSB9,ZBTB49,,,,,
UniProtKB:Q96RK4,BBS4,,,,,
UniProtKB:Q5ZPR3,CD276,,,,,
UniProtKB:Q96RJ3,TNFRSF13C,,,,,
UniProtKB:Q96RI1,NR1H4,,,,,
UniProtKB:Q13164,MAPK7,,,,,
UniProtKB:Q13163,MAP2K5,,,,,
UniProtKB:Q13158,FADD,,,,,
UniProtKB:Q08499,PDE4D,,,,,
UniProtKB:Q96RF0,SNX18,,,,,
UniProtKB:Q13145,BAMBI,,,,,
UniProtKB:P35408,PTGER4,,,,,
UniProtKB:Q13137,CALCOCO2,,,,,
UniProtKB:Q13133,NR1H3,,,,,
UniProtKB:Q9NX02,NLRP2,,,,,
UniProtKB:Q96RD6,PANX2,,,,,
UniProtKB:Q13123,IK,,,,,
UniProtKB:E0CX11,STMP1,,,,,
UniProtKB:P46094,XCR1,,,,,
UniProtKB:P46092,CCR10,,,,,
UniProtKB:Q13114,TRAF3,,,,,
UniProtKB:Q01726,MC1R,,,,,
UniProtKB:Q13105,ZBTB17,,,,,
UniProtKB:Q9BTV5,FSD1,,,,,
UniProtKB:Q9BU40,CHRDL1,,,,,
UniProtKB:P02795,MT2A,,,,,
UniProtKB:P02790,HPX,,,,,
UniProtKB:P14174,MIF,,,,,
UniProtKB:P02786,TFRC,,,,,
UniProtKB:Q16352,INA,,,,,
UniProtKB:Q96C10,DHX58,,,,,
UniProtKB:O43734,TRAF3IP2,,,,,
UniProtKB:Q96BQ1,FAM3D,,,,,
UniProtKB:Q13075,NAIP,,,,,
UniProtKB:Q04941,PLP2,,,,,
UniProtKB:Q96FA3,PELI1,,,,,
UniProtKB:O95998,IL18BP,,,,,
UniProtKB:O95992,CH25H,,,,,
UniProtKB:Q04912,MST1R,,,,,
UniProtKB:P49279,SLC11A1,,,,,
UniProtKB:Q8NES8,DEFB124,,,,,
UniProtKB:O95972,BMP15,,,,,
UniProtKB:O95971,CD160,,,,,
UniProtKB:P49238,CX3CR1,,,,,
UniProtKB:P37840,SNCA,,,,,
UniProtKB:Q8NHW4,CCL4L1,,,,,
UniProtKB:Q9UHF5,IL17B,,,,,
UniProtKB:Q9UHF4,IL20RA,,,,,
UniProtKB:O75445,USH2A,,,,,
UniProtKB:P22004,BMP6,,,,,
UniProtKB:P22003,BMP5,,,,,
UniProtKB:P10600,TGFB3,,,,,
UniProtKB:Q9UHD8,SEPTIN9,,,,,
UniProtKB:Q9UHD2,TBK1,,,,,
UniProtKB:Q9UHD0,IL19,,,,,
UniProtKB:P52789,HK2,,,,,
UniProtKB:O43557,TNFSF14,,,,,
UniProtKB:O75400,PRPF40A,,,,,
UniProtKB:Q9UHA7,IL36A,,,,,
UniProtKB:P52741,ZNF134,,,,,
UniProtKB:P52739,ZNF131,,,,,
UniProtKB:Q08211,DHX9,,,,,
UniProtKB:Q9C030,TRIM6,,,,,
UniProtKB:O60684,KPNA6,,,,,
UniProtKB:O60682,MSC,,,,,
UniProtKB:Q9NUD5,ZCCHC3,,,,,
UniProtKB:P19338,NCL,,,,,
UniProtKB:P29728,OAS2,,,,,
UniProtKB:Q9BRK4,LZTS2,,,,,
UniProtKB:Q96LB1,MRGPRX2,,,,,
UniProtKB:P09211,GSTP1,,,,,
UniProtKB:Q96P20,NLRP3,,,,,
UniProtKB:Q9H8V3,ECT2,,,,,
UniProtKB:Q9BRA2,TXNDC17,,,,,
UniProtKB:P12757,SKIL,,,,,
UniProtKB:Q6GPH4,XAF1,,,,,
UniProtKB:P98170,XIAP,,,,,
UniProtKB:Q9BXJ3,C1QTNF4,,,,,
UniProtKB:Q9Y2D4,EXOC6B,,,,,
UniProtKB:P19438,TNFRSF1A,,,,,
UniProtKB:Q9UQQ2,SH2B3,,,,,
UniProtKB:Q9UQN3,CHMP2B,,,,,
UniProtKB:Q9UQM7,CAMK2A,,,,,
UniProtKB:Q08117,TLE5,,,,,
UniProtKB:Q969V5,MUL1,,,,,
UniProtKB:Q9BR26,OCSTAMP,,,,,
UniProtKB:O75955,FLOT1,,,,,
UniProtKB:Q9NPC7,MYNN,,,,,
UniProtKB:Q9NPB9,ACKR4,,,,,
UniProtKB:O75935,DCTN3,,,,,
UniProtKB:Q96K62,ZBTB45,,,,,
UniProtKB:P17813,ENG,,,,,
UniProtKB:Q96K21,ZFYVE19,,,,,
UniProtKB:Q8NAC3,IL17RC,,,,,
UniProtKB:P12270,TPR,,,,,
UniProtKB:P12268,IMPDH2,,,,,
UniProtKB:Q9NP60,IL1RAPL2,,,,,
UniProtKB:Q96JJ6,JPH4,,,,,
UniProtKB:P59901,LILRA4,,,,,
UniProtKB:O43303,CCP110,,,,,
UniProtKB:Q3ZCQ8,TIMM50,,,,,
UniProtKB:P0DMV9,HSPA1B,,,,,
UniProtKB:O43353,RIPK2,,,,,
UniProtKB:Q16719,KYNU,,,,,
UniProtKB:P49682,CXCR3,,,,,
UniProtKB:P49662,CASP4,,,,,
UniProtKB:O75896,TUSC2,,,,,
UniProtKB:O75888,TNFSF13,,,,,
UniProtKB:Q9ULI3,HEG1,,,,,
UniProtKB:P0DML3,CSH2,,,,,
UniProtKB:P0DML2,CSH1,,,,,
UniProtKB:P29120,PCSK1,,,,,
UniProtKB:P17706,PTPN2,,,,,
UniProtKB:A0A1B0GVX0,LITAFD,,,,,
UniProtKB:O95715,CXCL14,,,,,
UniProtKB:Q9H2X0,CHRD,,,,,
UniProtKB:O43929,ORC4,,,,,
UniProtKB:O43927,CXCL13,,,,,
UniProtKB:O43918,AIRE,,,,,
UniProtKB:O43915,VEGFD,,,,,
UniProtKB:O43914,TYROBP,,,,,
UniProtKB:O43909,EXTL3,,,,,
UniProtKB:O95747,OXSR1,,,,,
UniProtKB:Q9H2U1,DHX36,,,,,
UniProtKB:P27986,PIK3R1,,,,,
UniProtKB:Q9UKV0,HDAC9,,,,,
UniProtKB:P27930,IL1R2,,,,,
UniProtKB:P00734,F2,,,,,
UniProtKB:Q16678,CYP1B1,,,,,
UniProtKB:Q16666,IFI16,,,,,
UniProtKB:Q16665,HIF1A,,,,,
UniProtKB:Q16653,MOG,,,,,
UniProtKB:P42898,MTHFR,,,,,
UniProtKB:Q16649,NFIL3,,,,,
UniProtKB:Q16647,PTGIS,,,,,
UniProtKB:Q16644,MAPKAPK3,,,,,
UniProtKB:Q16633,POU2AF1,,,,,
UniProtKB:Q9UQV4,LAMP3,,,,,
UniProtKB:Q9UL17,TBX21,,,,,
UniProtKB:Q9H2J4,PDCL3,,,,,
UniProtKB:Q9UKP4,ADAMTS7,,,,,
UniProtKB:Q16629,SRSF7,,,,,
UniProtKB:Q16627,CCL14,,,,,
UniProtKB:P49591,SARS1,,,,,
UniProtKB:Q16613,AANAT,,,,,
UniProtKB:Q8NHL6,LILRB1,,,,,
UniProtKB:O43508,TNFSF12,,,,,
UniProtKB:O43504,LAMTOR5,,,,,
UniProtKB:P32248,CCR7,,,,,
UniProtKB:P32246,CCR1,,,,,
UniProtKB:Q8NHJ6,LILRB4,,,,,
UniProtKB:Q5XLA6,CARD17P,,,,,
UniProtKB:P27540,ARNT,,,,,
UniProtKB:P42574,CASP3,,,,,
UniProtKB:Q9UEW8,STK39,,,,,
UniProtKB:P20809,IL11,,,,,
UniProtKB:P62993,GRB2,,,,,
UniProtKB:P20800,EDN2,,,,,
UniProtKB:Q04864,REL,,,,,
UniProtKB:O43823,AKAP8,,,,,
UniProtKB:A7MCY6,TBKBP1,,,,,
UniProtKB:P62942,FKBP1A,,,,,
UniProtKB:Q9Y6R0,NUMBL,,,,,
UniProtKB:A0A087X1L8,LOC102723996,,,,,
UniProtKB:Q9Y616,IRAK3,,,,,
UniProtKB:Q9Y6N7,ROBO1,,,,,
UniProtKB:Q9Y6M1,IGF2BP2,,,,,
UniProtKB:O75385,ULK1,,,,,
UniProtKB:P49407,ARRB1,,,,,
UniProtKB:Q96GV9,MACIR,,,,,
UniProtKB:P10809,HSPD1,,,,,
UniProtKB:O75635,SERPINB7,,,,,
UniProtKB:O43776,NARS1,,,,,
UniProtKB:O75610,LEFTY1,,,,,
UniProtKB:O43759,SYNGR1,,,,,
UniProtKB:P52945,PDX1,,,,,
UniProtKB:Q9H172,ABCG4,,,,,
UniProtKB:P32456,GBP2,,,,,
UniProtKB:P32455,GBP1,,,,,
UniProtKB:O43707,ACTN4,,,,,
UniProtKB:A1A4Y4,IRGM,,,,,
UniProtKB:Q9P2G4,MAP10,,,,,
UniProtKB:O95999,BCL10,,,,,
UniProtKB:Q9UIV1,CNOT7,,,,,
UniProtKB:Q9Y2Y4,ZBTB32,,,,,
UniProtKB:P00519,ABL1,,,,,
UniProtKB:P62820,RAB1A,,,,,
UniProtKB:Q9UJ41,RABGEF1,,,,,
UniProtKB:P07237,P4HB,,,,,
UniProtKB:Q96GD4,AURKB,,,,,
UniProtKB:Q96GD0,PDXP,,,,,
UniProtKB:P20749,BCL3,,,,,
UniProtKB:Q5JST6,EFHC2,,,,,
UniProtKB:P42681,TXK,,,,,
UniProtKB:Q9H0H5,RACGAP1,,,,,
UniProtKB:Q9H0F6,SHARPIN,,,,,
UniProtKB:Q96AV8,E2F7,,,,,
UniProtKB:Q9Y3E7,CHMP3,,,,,
UniProtKB:O75593,FOXH1,,,,,
UniProtKB:O75582,RPS6KA5,,,,,
UniProtKB:Q5JSL3,DOCK11,,,,,
UniProtKB:Q96FZ7,CHMP6,,,,,
UniProtKB:P47974,ZFP36L2,,,,,
UniProtKB:Q96FZ5,CMTM7,,,,,
UniProtKB:P10747,CD28,,,,,
UniProtKB:P49327,FASN,,,,,
UniProtKB:P10721,KIT,,,,,
UniProtKB:P10720,PF4V1,,,,,
UniProtKB:O75531,BANF1,,,,,
UniProtKB:Q96G74,OTUD5,,,,,
UniProtKB:Q06187,BTK,,,,,
UniProtKB:P0DJI8,SAA1,,,,,
UniProtKB:O43663,PRC1,,,,,
UniProtKB:Q9UIB8,CD84,,,,,
UniProtKB:O75509,TNFRSF21,,,,,
UniProtKB:P17405,SMPD1,,,,,
UniProtKB:O75594,PGLYRP1,,,,,
UniProtKB:O43633,CHMP2A,,,,,
UniProtKB:O43623,SNAI2,,,,,
UniProtKB:Q06124,PTPN11,,,,,
UniProtKB:P30536,TSPO,,,,,
UniProtKB:O95361,TRIM16,,,,,
UniProtKB:P30530,AXL,,,,,
UniProtKB:Q9UBJ2,ABCD2,,,,,
UniProtKB:P30511,HLA-F,,,,,
UniProtKB:Q6EIG7,CLEC6A,,,,,
UniProtKB:P37231,PPARG,,,,,
UniProtKB:Q9UBH0,IL36RN,,,,,
UniProtKB:P84077,ARF1,,,,,
UniProtKB:Q9UBG3,CRNN,,,,,
UniProtKB:P0DP25,CALM3,,,,,
UniProtKB:Q9UBD3,XCL2,,,,,
UniProtKB:Q9UBC1,NFKBIL1,,,,,
UniProtKB:P84022,SMAD3,,,,,
UniProtKB:P40763,STAT3,,,,,
UniProtKB:P05305,EDN1,,,,,
UniProtKB:Q5EG05,CARD16,,,,,
UniProtKB:A0A0G2JPB7,A0A0G2JPB7,,,,,
UniProtKB:Q8NBH2,KY,,,,,
UniProtKB:Q9H334,FOXP1,,,,,
UniProtKB:P50995,ANXA11,,,,,
UniProtKB:P15529,CD46,,,,,
UniProtKB:Q96J02,ITCH,,,,,
UniProtKB:Q9NYR9,NKIRAS2,,,,,
UniProtKB:P15514,AREG,,,,,
UniProtKB:Q16739,UGCG,,,,,
UniProtKB:P15509,CSF2RA,,,,,
UniProtKB:Q5JVL4,EFHC1,,,,,
UniProtKB:Q9NZ56,FMN2,,,,,
UniProtKB:P62328,TMSB4X,,,,,
UniProtKB:P37198,NUP62,,,,,
UniProtKB:Q16181,SEPTIN7,,,,,
UniProtKB:P62877,RBX1,,,,,
UniProtKB:Q04771,ACVR1,,,,,
UniProtKB:Q9Y5U5,TNFRSF18,,,,,
UniProtKB:Q9Y653,ADGRG1,,,,,
UniProtKB:Q16236,NFE2L2,,,,,
UniProtKB:Q04759,PRKCQ,,,,,
UniProtKB:Q04727,TLE4,,,,,
UniProtKB:O95786,RIGI,,,,,
UniProtKB:Q96DU3,SLAMF6,,,,,
UniProtKB:Q6EMK4,VASN,,,,,
UniProtKB:Q8NFZ8,CADM4,,,,,
UniProtKB:Q9Y6D0,SELENOK,,,,,
UniProtKB:Q8NFZ5,TNIP2,,,,,
UniProtKB:O95760,IL33,,,,,
